# OGLE EWS map.dat file for OGLE-2024-BLG-0475
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
  8876  208.64 1255.24 99.999  9.999 20.025   0   0 9.999  390   2 0.191
  8877  310.56 1255.65 99.999  9.999 19.751   0   0 9.999  395   1 0.136
  8878  398.76 1254.65 99.999  9.999 19.912   0   0 9.999  390   1 0.176
  8879  200.94 1259.00 22.165  2.417 19.748  22   0 0.365  387   0 0.156
  8880  367.52 1256.92 99.999  9.999 19.616   0   0 9.999  391   1 0.125
  8881  443.12 1256.08 99.999  9.999 20.063   0   0 9.999  393   2 0.189
  8882  485.72 1255.80 99.999  9.999 19.766   0   0 9.999  397   1 0.145
  8883  137.77 1255.53 99.999  9.999 18.983   0   0 9.999  337   1 0.385
  8884  144.65 1255.77 99.999  9.999 20.097   0   0 9.999  304   0 0.638
  8886  401.19 1259.03 99.999  9.999 20.322   0   0 9.999  385   0 0.245
  8887  405.45 1257.51 99.999  9.999 20.470   0   0 9.999  387   0 0.290
  8888  411.59 1257.43 99.999  9.999 20.374   0   0 9.999  386   2 0.260
  8890  509.66 1258.61 99.999  9.999 20.155   0   0 9.999  391   0 0.204
  8891  241.66 1259.19 99.999  9.999 19.792   0   0 9.999  393   1 0.264
  8892  277.98 1259.51 99.999  9.999 20.257   0   0 9.999  397   0 0.233
  8893  310.89 1259.57 99.999  9.999 19.995   0   0 9.999  394   1 0.179
  8894  434.79 1259.39 99.999  9.999 20.501   0   0 9.999  393   1 0.268
  8895  470.10 1260.10 99.999  9.999 19.988   0   0 9.999  392   0 0.175
  8896  525.44 1259.98 99.999  9.999 19.795   0   0 9.999  393   1 0.148
  8899  127.88 1260.00 99.999  9.999 20.254   0   0 9.999  278   0 0.465
  8900  133.94 1259.82 99.999  9.999 19.656   0   0 9.999  309   0 0.314
  8901  215.27 1260.83 99.999  9.999 20.208   0   0 9.999  392   0 0.240
  8902  271.63 1261.16 99.999  9.999 20.220   0   0 9.999  393   1 0.217
  8903  342.50 1261.45 99.999  9.999 20.400   0   0 9.999  394   0 0.263
  8904  364.67 1262.78 99.999  9.999 19.938   0   0 9.999  398   0 0.184
  8905  249.15 1263.02 99.999  9.999 20.067   0   0 9.999  394   0 0.208
  8906  358.61 1263.10 99.999  9.999 19.988   0   0 9.999  398   0 0.187
  8907  413.02 1264.30 22.100  2.368 19.732  20   0 0.329  396   2 0.150
  8908  421.46 1261.69 99.999  9.999 20.210   0   0 9.999  391   2 0.198
  8909  143.04 1263.01 99.999  9.999 20.009   0   0 9.999  341   0 0.352
  8910  263.06 1264.68 99.999  9.999 19.685   0   0 9.999  395   2 0.136
  8911  482.45 1264.27 99.999  9.999 20.045   0   0 9.999  397   0 0.193
  8912  544.54 1264.14 99.999  9.999 19.722   0   0 9.999  398   0 0.136
  8914  211.73 1263.98 99.999  9.999 20.641   0   0 9.999  386   0 0.309
  8915  243.09 1266.33 99.999  9.999 20.119   0   0 9.999  392   0 0.235
  8916  432.53 1264.71 99.999  9.999 20.066   0   0 9.999  392   2 0.176
  8917  441.21 1264.92 99.999  9.999 20.021   0   0 9.999  391   1 0.176
  8918  466.67 1264.36 99.999  9.999 20.736   0   0 9.999  386   0 0.337
  8920  347.33 1266.75 99.999  9.999 19.732   0   0 9.999  394   1 0.148
  8921  511.93 1265.79 99.999  9.999 20.204   0   0 9.999  392   0 0.227
  8922  231.49 1267.33 99.999  9.999 20.185   0   0 9.999  391   0 0.241
  8923  281.78 1267.08 99.999  9.999 20.181   0   0 9.999  396   0 0.215
  8924  226.80 1267.62 99.999  9.999 20.495   0   0 9.999  387   0 0.281
  8925  368.15 1268.44 99.999  9.999 19.982   0   0 9.999  392   2 0.171
  8926  460.90 1267.15 99.999  9.999 20.735   0   0 9.999  380   0 0.327
  8928  180.90 1270.47 99.999  9.999 20.023   0   0 9.999  377   0 0.199
  8929  187.27 1270.18 99.999  9.999 20.061   0   0 9.999  377   1 0.196
  8930  267.58 1270.92 99.999  9.999 19.890   0   0 9.999  396   0 0.167
  8931  374.54 1271.58 99.999  9.999 20.413   0   0 9.999  390   1 0.247
  8933  164.82 1271.65 99.999  9.999 20.981   0   0 9.999  328   0 0.390
  8934  227.98 1273.41 99.999  9.999 20.065   0   0 9.999  394   0 0.180
  8935  348.43 1273.12 99.999  9.999 20.053   0   0 9.999  390   1 0.186
  8936  353.63 1272.84 99.999  9.999 20.146   0   0 9.999  390   1 0.208
  8938  174.37 1274.60 99.999  9.999 19.993   0   0 9.999  372   0 0.175
  8939  323.46 1275.64 99.999  9.999 20.084   0   0 9.999  394   1 0.198
  8940  335.71 1275.48 99.999  9.999 20.170   0   0 9.999  395   0 0.225
  8941  464.40 1275.67 99.999  9.999 20.391   0   0 9.999  383   0 0.239
  8942  541.14 1275.57 99.999  9.999 20.163   0   0 9.999  394   0 0.219
  8943  261.96 1276.49 99.999  9.999 19.738   0   0 9.999  394   1 0.133
  8944  411.36 1276.25 99.999  9.999 20.228   0   0 9.999  390   3 0.213
  8945  299.64 1276.08 99.999  9.999 20.543   0   0 9.999  387   0 0.308
  8946  369.88 1277.24 99.999  9.999 20.224   0   0 9.999  386   0 0.209
  8947  162.89 1278.06 99.999  9.999 20.493   0   0 9.999  351   0 0.275
  8948  202.54 1276.95 99.999  9.999 20.938   0   0 9.999  372   0 0.391
  8949  252.85 1278.66 99.999  9.999 20.078   0   0 9.999  394   0 0.195
  8950  458.90 1278.07 99.999  9.999 19.725   0   0 9.999  396   1 0.152
  8951  499.45 1277.38 99.999  9.999 20.127   0   0 9.999  394   1 0.201
  8952  394.97 1279.65 99.999  9.999 20.419   0   0 9.999  387   1 0.268
  8953  149.16 1281.24 99.999  9.999 20.222   0   0 9.999  347   0 0.246
  8954  386.26 1281.93 99.999  9.999 19.883   0   0 9.999  397   1 0.157
  8955  309.96 1282.70 99.999  9.999 19.708   0   0 9.999  397   1 0.125
  8956  471.81 1282.13 99.999  9.999 20.056   0   0 9.999  397   0 0.193
  8957  491.39 1282.92 99.999  9.999 19.883   0   0 9.999  393   0 0.155
  8958  214.11 1282.37 99.999  9.999 19.511   0   0 9.999  392   0 0.126
  8959  341.86 1281.01 99.999  9.999 20.997   0   0 9.999  375   0 0.402
  8960  510.32 1282.15 99.999  9.999 20.624   0   0 9.999  392   0 0.318
  8961  521.24 1282.47 99.999  9.999 20.136   0   0 9.999  396   0 0.210
  8963  176.09 1285.48 99.999  9.999 20.127   0   0 9.999  370   0 0.203
  8964  435.08 1283.62 22.051  2.357 19.694  20   0 0.329  399   1 0.145
  8965  444.10 1283.23 99.999  9.999 19.998   0   0 9.999  396   0 0.172
  8966  184.46 1285.55 99.999  9.999 20.232   0   0 9.999  376   0 0.234
  8967  413.52 1285.27 99.999  9.999 20.288   0   0 9.999  393   1 0.245
  8968  541.30 1289.25 99.999  9.999 20.370   0   0 9.999  389   0 0.243
  8969  544.99 1286.27 99.999  9.999 20.327   0   0 9.999  395   0 0.248
  8970  232.29 1288.30 99.999  9.999 19.968   0   0 9.999  395   0 0.180
  8971  386.22 1289.11 99.999  9.999 20.471   0   0 9.999  389   0 0.288
  8972  131.21 1287.59 99.999  9.999 21.079   0   0 9.999  299   0 0.429
  8973  524.23 1289.66 99.999  9.999 20.078   0   0 9.999  392   0 0.179
  8976  143.23 1290.27 99.999  9.999 20.642   0   0 9.999  339   0 0.329
  8977  319.37 1289.77 99.999  9.999 20.133   0   0 9.999  392   2 0.187
  8978  162.66 1291.77 99.999  9.999 20.129   0   0 9.999  362   1 0.208
  8979  258.88 1290.47 99.999  9.999 19.864   0   0 9.999  392   0 0.162
  8980  440.60 1291.49 99.999  9.999 19.940   0   0 9.999  394   1 0.167
  8981  517.44 1290.61 99.999  9.999 20.398   0   0 9.999  391   2 0.253
  8982  150.39 1293.08 99.999  9.999 20.011   0   0 9.999  350   0 0.187
  8983  297.31 1291.53 99.999  9.999 20.925   0   0 9.999  373   0 0.380
  8984  332.10 1291.62 99.999  9.999 19.473   0   0 9.999  397   3 0.130
  8985  402.54 1293.44 99.999  9.999 20.037   0   0 9.999  393   2 0.182
  8986  496.47 1293.44 99.999  9.999 19.841   0   0 9.999  394   1 0.165
  8988  285.42 1293.98 99.999  9.999 19.953   0   0 9.999  396   2 0.174
  8989  433.42 1293.94 99.999  9.999 20.344   0   0 9.999  384   0 0.258
  8990  531.39 1293.21 99.999  9.999 20.179   0   0 9.999  394   0 0.247
  8991  240.42 1293.99 99.999  9.999 20.550   0   0 9.999  388   0 0.289
  8992  368.19 1297.34 99.999  9.999 20.215   0   0 9.999  381   0 0.365
  8993  457.45 1295.73 99.999  9.999 19.913   0   0 9.999  395   0 0.163
  8994  483.94 1293.97 99.999  9.999 20.083   0   0 9.999  395   0 0.215
  8997  160.34 1296.91 99.999  9.999 20.398   0   0 9.999  357   1 0.259
  8998  253.26 1296.29 99.999  9.999 20.320   0   0 9.999  390   0 0.241
  8999  319.93 1297.47 99.999  9.999 20.013   0   0 9.999  395   0 0.176
  9000  525.12 1297.50 99.999  9.999 20.114   0   0 9.999  385   0 0.288
  9001  353.43 1297.09 99.999  9.999 20.533   0   0 9.999  378   0 0.345
  9002  399.43 1299.16 99.999  9.999 19.791   0   0 9.999  393   0 0.152
  9003  508.51 1297.82 99.999  9.999 20.118   0   0 9.999  394   0 0.213
  9005  237.88 1299.28 99.999  9.999 19.739   0   0 9.999  395   1 0.138
  9006  259.64 1299.73 99.999  9.999 20.018   0   0 9.999  395   0 0.186
  9007  305.63 1299.10 99.999  9.999 19.984   0   0 9.999  394   1 0.168
  9008  489.33 1299.32 99.999  9.999 20.102   0   0 9.999  396   0 0.243
  9010  179.25 1299.64 99.999  9.999 19.993   0   0 9.999  379   0 0.187
  9011  193.70 1300.76 99.999  9.999 20.466   0   0 9.999  378   0 0.284
  9012  379.57 1300.95 99.999  9.999 20.659   0   0 9.999  377   0 0.402
  9013  136.94 1301.26 99.999  9.999 19.502   0   0 9.999  340   1 0.140
  9014  229.03 1302.78 99.999  9.999 20.485   0   0 9.999  389   0 0.285
  9015  421.45 1302.48 99.999  9.999 20.439   0   0 9.999  389   1 0.249
  9016  261.71 1303.98 99.999  9.999 20.331   0   0 9.999  392   0 0.231
  9017  470.31 1304.27 99.999  9.999 20.305   0   0 9.999  396   0 0.246
  9018  536.54 1305.16 99.999  9.999 20.269   0   0 9.999  393   0 0.281
  9020  140.58 1305.75 99.999  9.999 19.842   0   0 9.999  342   0 0.164
  9021  293.39 1307.29 99.999  9.999 19.848   0   0 9.999  397   0 0.154
  9022  299.17 1305.07 99.999  9.999 20.405   0   0 9.999  393   1 0.252
  9023  458.29 1307.30 99.999  9.999 20.298   0   0 9.999  392   0 0.222
  9024  508.70 1304.88 99.999  9.999 20.110   0   0 9.999  395   0 0.205
  9025  272.33 1306.71 99.999  9.999 20.360   0   0 9.999  394   0 0.248
  9026  405.97 1308.11 99.999  9.999 19.742   0   0 9.999  394   1 0.155
  9028  435.50 1307.58 99.999  9.999 19.935   0   0 9.999  395   1 0.171
  9029  200.53 1310.09 99.999  9.999 20.155   0   0 9.999  389   0 0.221
  9030  381.42 1308.70 99.999  9.999 20.264   0   0 9.999  378   0 0.358
  9031  400.37 1307.74 99.999  9.999 20.278   0   0 9.999  394   1 0.235
  9033  181.83 1308.82 99.999  9.999 20.741   0   0 9.999  372   0 0.356
  9034  146.67 1310.30 99.999  9.999 20.188   0   0 9.999  348   0 0.221
  9035  193.87 1311.22 99.999  9.999 20.077   0   0 9.999  384   3 0.186
  9036  315.92 1311.23 99.999  9.999 19.859   0   0 9.999  396   0 0.184
  9037  501.91 1310.85 99.999  9.999 20.295   0   0 9.999  395   1 0.247
  9039  155.42 1311.50 99.999  9.999 20.242   0   0 9.999  362   0 0.213
  9040  230.80 1315.44 99.999  9.999 19.934   0   0 9.999  394   0 0.180
  9041  481.17 1310.89 99.999  9.999 20.245   0   0 9.999  394   0 0.235
  9042  511.21 1310.52 99.999  9.999 20.361   0   0 9.999  395   0 0.281
  9043  167.52 1311.63 99.999  9.999 20.500   0   0 9.999  366   0 0.282
  9044  228.23 1311.60 99.999  9.999 20.505   0   0 9.999  387   0 0.281
  9045  426.96 1312.53 21.641  1.200 20.441  21   0 0.169  390   0 0.271
  9046  474.76 1312.74 99.999  9.999 20.679   0   0 9.999  379   0 0.346
  9047  528.79 1312.18 99.999  9.999 20.091   0   0 9.999  389   2 0.221
  9048  539.12 1312.15 99.999  9.999 20.503   0   0 9.999  390   0 0.309
  9050  378.56 1314.41 99.999  9.999 20.144   0   0 9.999  366   0 0.412
  9051  404.10 1313.52 99.999  9.999 20.259   0   0 9.999  389   0 0.250
  9052  434.64 1314.01 99.999  9.999 20.666   0   0 9.999  387   0 0.329
  9054  272.68 1313.54 99.999  9.999 20.593   0   0 9.999  385   0 0.290
  9055  294.89 1314.73 99.999  9.999 20.197   0   0 9.999  394   0 0.211
  9056  382.63 1314.28 99.999  9.999 20.339   0   0 9.999  382   0 0.376
  9057  148.11 1316.87 99.999  9.999 19.950   0   0 9.999  351   0 0.180
  9058  393.63 1315.77 99.999  9.999 20.175   0   0 9.999  390   1 0.238
  9059  212.93 1316.83 99.999  9.999 20.416   0   0 9.999  388   0 0.276
  9060  370.25 1316.79 99.999  9.999 19.236   0   0 9.999  382   0 0.434
  9062  202.86 1319.32 99.999  9.999 20.388   0   0 9.999  383   1 0.249
  9063  301.55 1319.00 99.999  9.999 19.875   0   0 9.999  397   0 0.177
  9064  375.72 1318.02 99.999  9.999 20.258   0   0 9.999  363   0 0.439
  9065  450.75 1318.79 99.999  9.999 20.407   0   0 9.999  393   1 0.246
  9066  523.00 1317.75 99.999  9.999 20.347   0   0 9.999  390   0 0.232
  9068  164.64 1320.44 99.999  9.999 20.397   0   0 9.999  359   0 0.276
  9069  358.29 1319.98 99.999  9.999 20.356   0   0 9.999  377   0 0.298
  9070  538.79 1319.29 99.999  9.999 20.772   0   0 9.999  390   0 0.352
  9071  409.52 1320.20 99.999  9.999 20.584   0   0 9.999  384   0 0.298
  9072  310.96 1322.46 99.999  9.999 19.819   0   0 9.999  393   2 0.161
  9073  291.43 1323.17 99.999  9.999 20.198   0   0 9.999  388   1 0.225
  9074  365.09 1320.49 99.999  9.999 20.047   0   0 9.999  375   0 0.283
  9076  438.13 1323.44 99.999  9.999 20.664   0   0 9.999  396   0 0.327
  9078  152.49 1324.67 99.999  9.999 20.327   0   0 9.999  351   2 0.218
  9079  250.30 1324.22 99.999  9.999 20.238   0   0 9.999  393   0 0.217
  9080  316.63 1324.82 99.999  9.999 20.607   0   0 9.999  389   0 0.283
  9081  462.64 1324.46 99.999  9.999 20.101   0   0 9.999  395   0 0.213
  9082  244.87 1325.56 99.999  9.999 19.850   0   0 9.999  393   2 0.155
  9083  256.39 1325.64 99.999  9.999 20.080   0   0 9.999  394   1 0.205
  9084  359.59 1324.86 99.999  9.999 20.292   0   0 9.999  385   1 0.230
  9085  410.07 1325.40 99.999  9.999 20.273   0   0 9.999  394   1 0.237
  9086  536.02 1326.82 99.999  9.999 20.087   0   0 9.999  394   1 0.188
  9089  127.82 1326.04 99.999  9.999 20.481   0   0 9.999  315   0 0.290
  9090  135.47 1326.79 99.999  9.999 20.218   0   0 9.999  337   0 0.211
  9091  162.61 1325.91 99.999  9.999 20.724   0   0 9.999  361   0 0.359
  9092  296.27 1327.99 99.999  9.999 19.490   0   0 9.999  399   1 0.145
  9093  322.63 1327.69 99.999  9.999 19.961   0   0 9.999  397   0 0.177
  9094  522.73 1326.46 99.999  9.999 20.038   0   0 9.999  396   1 0.218
  9096  182.57 1328.52 99.999  9.999 20.827   0   0 9.999  365   0 0.336
  9097  213.12 1329.16 99.999  9.999 20.360   0   0 9.999  391   0 0.260
  9098  489.03 1328.97 99.999  9.999 20.366   0   0 9.999  386   0 0.311
  9099  542.13 1328.20 99.999  9.999 20.727   0   0 9.999  383   0 0.346
  9100  505.76 1330.34 99.999  9.999 19.884   0   0 9.999  394   1 0.155
  9101  528.46 1329.48 99.999  9.999 19.786   0   0 9.999  397   1 0.162
  9103  152.53 1330.87 99.999  9.999 20.025   0   0 9.999  356   0 0.181
  9104  222.53 1330.97 99.999  9.999 20.008   0   0 9.999  390   0 0.172
  9105  228.41 1330.86 99.999  9.999 20.148   0   0 9.999  389   0 0.207
  9106  443.50 1330.81 99.999  9.999 20.488   0   0 9.999  391   0 0.260
  9109  318.74 1332.75 99.999  9.999 19.999   0   0 9.999  396   0 0.192
  9110  273.73 1332.68 99.999  9.999 20.399   0   0 9.999  396   0 0.272
  9111  373.94 1332.97 99.999  9.999 20.212   0   0 9.999  397   0 0.236
  9112  255.21 1333.58 99.999  9.999 20.372   0   0 9.999  391   0 0.232
  9113  280.39 1333.29 99.999  9.999 20.329   0   0 9.999  389   0 0.239
  9114  493.35 1333.92 99.999  9.999 20.558   0   0 9.999  390   0 0.289
  9116  158.83 1334.37 99.999  9.999 20.109   0   0 9.999  364   0 0.198
  9117  246.32 1335.23 99.999  9.999 19.732   0   0 9.999  393   1 0.131
  9118  303.96 1334.61 99.999  9.999 20.093   0   0 9.999  391   1 0.207
  9119  334.55 1335.38 99.999  9.999 20.003   0   0 9.999  397   1 0.188
  9120  529.08 1334.61 99.999  9.999 20.401   0   0 9.999  392   0 0.292
  9121  206.59 1335.57 99.999  9.999 19.832   0   0 9.999  390   0 0.157
  9122  389.70 1334.99 99.999  9.999 20.830   0   0 9.999  382   2 0.352
  9123  426.17 1334.78 99.999  9.999 20.554   0   0 9.999  378   0 0.305
  9124  454.15 1337.32 99.999  9.999 19.562   0   0 9.999  398   1 0.125
  9125  522.03 1333.74 99.999  9.999 19.283   0   0 9.999  401   1 0.124
  9128  482.49 1336.81 99.999  9.999 20.126   0   0 9.999  391   0 0.247
  9130  233.11 1339.06 99.999  9.999 20.049   0   0 9.999  393   0 0.195
  9131  263.35 1338.70 99.999  9.999 20.128   0   0 9.999  390   2 0.205
  9132  469.77 1338.45 22.051  2.208 19.844  22   0 0.324  394   0 0.173
  9133  147.44 1339.74 99.999  9.999 20.157   0   0 9.999  345   0 0.201
  9134  169.43 1341.88 99.999  9.999 19.691   0   0 9.999  372   0 0.135
  9135  409.53 1338.93 99.999  9.999 19.874   0   0 9.999  393   1 0.164
  9136  435.61 1339.64 99.999  9.999 19.804   0   0 9.999  395   0 0.146
  9137  185.24 1339.60 99.999  9.999 20.877   0   0 9.999  362   0 0.380
  9138  334.73 1340.04 99.999  9.999 20.188   0   0 9.999  396   0 0.204
  9139  382.19 1341.66 99.999  9.999 20.254   0   0 9.999  393   0 0.240
  9140  515.29 1341.26 99.999  9.999 19.989   0   0 9.999  396   0 0.215
  9141  488.49 1342.06 99.999  9.999 20.484   0   0 9.999  387   1 0.299
  9142  523.68 1342.37 99.999  9.999 20.092   0   0 9.999  390   1 0.216
  9143  193.24 1343.98 99.999  9.999 20.224   0   0 9.999  385   0 0.226
  9144  246.57 1341.95 99.999  9.999 20.072   0   0 9.999  393   0 0.186
  9145  510.41 1343.78 99.999  9.999 20.002   0   0 9.999  396   0 0.220
  9146  232.54 1344.83 99.999  9.999 20.075   0   0 9.999  389   2 0.198
  9147  337.18 1344.44 99.999  9.999 20.271   0   0 9.999  395   0 0.222
  9148  354.86 1343.29 99.999  9.999 20.947   0   0 9.999  373   0 0.370
  9149  291.58 1344.01 99.999  9.999 20.339   0   0 9.999  392   0 0.287
  9150  309.57 1343.36 99.999  9.999 20.587   0   0 9.999  392   0 0.299
  9151  390.43 1344.94 99.999  9.999 20.085   0   0 9.999  391   2 0.212
  9152  415.35 1344.44 99.999  9.999 20.412   0   0 9.999  393   1 0.258
  9153  457.35 1344.86 99.999  9.999 19.613   0   0 9.999  396   1 0.153
  9154  216.73 1347.28 99.999  9.999 19.407   0   0 9.999  391   1 0.100
  9155  146.85 1347.82 99.999  9.999 19.883   0   0 9.999  350   1 0.155
  9156  279.05 1350.59 99.999  9.999 19.626   0   0 9.999  396   0 0.129
  9157  275.34 1346.24 99.999  9.999 20.330   0   0 9.999  394   1 0.261
  9158  316.93 1346.93 99.999  9.999 19.857   0   0 9.999  396   0 0.158
  9159  372.78 1348.63 99.999  9.999 20.068   0   0 9.999  395   0 0.193
  9160  521.05 1346.88 99.999  9.999 20.226   0   0 9.999  388   0 0.272
  9161  173.68 1347.78 99.999  9.999 20.415   0   0 9.999  368   0 0.271
  9164  355.45 1348.34 99.999  9.999 20.617   0   0 9.999  385   0 0.298
  9166  252.61 1352.63 99.999  9.999 19.974   0   0 9.999  385   1 0.215
  9167  305.18 1351.13 99.999  9.999 20.164   0   0 9.999  397   1 0.230
  9168  336.63 1350.27 99.999  9.999 20.640   0   0 9.999  387   0 0.285
  9169  384.02 1351.40 99.999  9.999 20.124   0   0 9.999  394   0 0.197
  9170  219.70 1352.58 99.999  9.999 19.893   0   0 9.999  390   0 0.160
  9171  228.23 1354.31 99.999  9.999 19.846   0   0 9.999  395   0 0.162
  9172  526.12 1352.38 99.999  9.999 20.209   0   0 9.999  383   0 0.307
  9173  169.74 1351.39 99.999  9.999 20.868   0   0 9.999  350   0 0.396
  9174  498.69 1352.84 99.999  9.999 20.357   0   0 9.999  384   0 0.277
  9176  296.60 1355.90 99.999  9.999 20.234   0   0 9.999  391   0 0.225
  9177  371.13 1356.45 99.999  9.999 20.188   0   0 9.999  394   1 0.235
  9178  264.70 1355.49 99.999  9.999 19.695   0   0 9.999  394   2 0.131
  9179  364.81 1353.52 99.999  9.999 20.862   0   0 9.999  384   0 0.406
  9180  373.91 1353.23 99.999  9.999 20.753   0   0 9.999  381   0 0.341
  9182  322.72 1356.18 99.999  9.999 20.423   0   0 9.999  393   0 0.269
  9183  247.37 1356.30 99.999  9.999 19.909   0   0 9.999  385   1 0.245
  9184  534.17 1356.23 99.999  9.999 19.991   0   0 9.999  391   0 0.218
  9185  141.15 1357.30 99.999  9.999 20.286   0   0 9.999  340   1 0.229
  9186  228.96 1360.85 99.999  9.999 20.045   0   0 9.999  394   0 0.177
  9187  419.00 1358.37 99.999  9.999 20.135   0   0 9.999  394   2 0.220
  9188  206.34 1361.08 99.999  9.999 19.850   0   0 9.999  389   0 0.153
  9189  272.79 1358.10 99.999  9.999 20.865   0   0 9.999  379   0 0.401
  9190  435.82 1361.11 21.595  1.880 19.715  20   0 0.286  395   1 0.164
  9192  532.04 1359.72 99.999  9.999 20.268   0   0 9.999  387   0 0.264
  9194  150.02 1360.26 99.999  9.999 20.785   0   0 9.999  338   0 0.334
  9195  301.80 1361.72 99.999  9.999 19.997   0   0 9.999  398   0 0.212
  9196  339.86 1361.59 99.999  9.999 20.197   0   0 9.999  395   0 0.211
  9197  364.61 1362.21 99.999  9.999 19.623   0   0 9.999  393   2 0.133
  9198  474.51 1362.58 99.999  9.999 19.989   0   0 9.999  395   1 0.185
